Price,Close,High,Low,Open,Volume
2025-03-12 17:00:00+00:00,249.77000427246094,249.77000427246094,247.47000122070312,247.75,2529949
2025-03-12 17:15:00+00:00,250.23989868164062,250.9792022705078,249.10000610351562,249.75,3068343
2025-03-12 17:30:00+00:00,249.5449981689453,251.10000610351562,249.14999389648438,250.10000610351562,2778533
2025-03-12 17:45:00+00:00,245.77999877929688,250.5,245.75,249.47500610351562,3250895
2025-03-12 18:00:00+00:00,248.3892059326172,248.67999267578125,245.75030517578125,246.77999877929688,2993228
2025-03-12 18:15:00+00:00,249.36990356445312,249.5,248.19009399414062,248.34500122070312,2202585
2025-03-12 18:30:00+00:00,249.32000732421875,249.5,248.42999267578125,249.42999267578125,2004689
2025-03-12 18:45:00+00:00,249.24000549316406,249.82000732421875,247.68490600585938,249.3300018310547,2544896
2025-03-12 19:00:00+00:00,248.80999755859375,249.3300018310547,247.5800018310547,249.1300048828125,2299520
2025-03-12 19:15:00+00:00,247.70350646972656,249.014892578125,247.4499969482422,248.8000030517578,2498946
2025-03-12 19:30:00+00:00,246.9250030517578,248.3800048828125,245.97999572753906,247.7200927734375,3750766
2025-03-12 19:45:00+00:00,248.27999877929688,248.35000610351562,246.10000610351562,246.93499755859375,6653777
2025-03-13 13:30:00+00:00,239.25999450683594,248.2899932861328,238.72000122070312,248.125,17305569
2025-03-13 13:45:00+00:00,236.11000061035156,240.5299072265625,235.6999969482422,240.1300048828125,8141764
2025-03-13 14:00:00+00:00,237.70750427246094,238.13999938964844,234.0,236.02000427246094,8409671
2025-03-13 14:15:00+00:00,239.4600067138672,241.82000732421875,237.14010620117188,237.75999450683594,7080909
2025-03-13 14:30:00+00:00,237.25999450683594,240.6999969482422,236.6699981689453,239.46749877929688,4404297
2025-03-13 14:45:00+00:00,237.02000427246094,239.69000244140625,236.4499969482422,237.2301025390625,4104019
2025-03-13 15:00:00+00:00,236.57000732421875,238.35000610351562,236.02999877929688,237.04690551757812,3245250
2025-03-13 15:15:00+00:00,236.14999389648438,237.8000030517578,235.6999969482422,236.63999938964844,2925598
2025-03-13 15:30:00+00:00,236.14599609375,236.44000244140625,233.52999877929688,236.1300048828125,5006996
2025-03-13 15:45:00+00:00,234.35499572753906,236.1699981689453,233.8800048828125,235.72000122070312,3046482
2025-03-13 16:00:00+00:00,234.88499450683594,235.99000549316406,234.1300048828125,234.4199981689453,2720714
2025-03-13 16:15:00+00:00,235.3699951171875,236.0,234.6800994873047,234.89999389648438,1974416
2025-03-13 16:30:00+00:00,236.8699951171875,238.49000549316406,234.8800048828125,235.39999389648438,3600110
2025-03-13 16:45:00+00:00,237.1645050048828,237.29989624023438,234.60009765625,236.8300018310547,3040166
2025-03-13 17:00:00+00:00,236.3000030517578,238.17999267578125,235.66000366210938,237.09500122070312,2198425
2025-03-13 17:15:00+00:00,236.07000732421875,236.44000244140625,235.00999450683594,236.3000030517578,1891197
2025-03-13 17:30:00+00:00,236.77000427246094,237.36990356445312,235.4499969482422,236.02999877929688,1694350
2025-03-13 17:45:00+00:00,238.0695037841797,239.27999877929688,236.69000244140625,236.75,2760319
2025-03-13 18:00:00+00:00,240.87950134277344,241.33999633789062,237.875,238.0,3619713
2025-03-13 18:15:00+00:00,240.7100067138672,241.00990295410156,239.58999633789062,240.94000244140625,2571876
2025-03-13 18:30:00+00:00,241.83909606933594,242.1497039794922,240.17300415039062,240.75,2540170
2025-03-13 18:45:00+00:00,241.3699951171875,241.97000122070312,239.80650329589844,241.83999633789062,2715385
2025-03-13 19:00:00+00:00,240.76499938964844,242.60000610351562,240.03399658203125,241.3300018310547,2692865
2025-03-13 19:15:00+00:00,239.7100067138672,241.5,239.27000427246094,240.83999633789062,2432972
2025-03-13 19:30:00+00:00,239.0800018310547,240.64999389648438,238.63999938964844,239.89999389648438,2581598
2025-03-13 19:45:00+00:00,240.69000244140625,240.92999267578125,238.1510009765625,239.1300048828125,4579509
2025-03-14 13:30:00+00:00,245.6999969482422,250.639892578125,245.16000366210938,247.30999755859375,13080784
2025-03-14 13:45:00+00:00,243.24000549316406,246.49000549316406,243.02000427246094,245.6999969482422,6594775
2025-03-14 14:00:00+00:00,241.82000732421875,244.6999969482422,241.1199951171875,243.00999450683594,6656921
2025-03-14 14:15:00+00:00,241.0399932861328,243.3300018310547,240.74000549316406,241.72000122070312,4440736
2025-03-14 14:30:00+00:00,242.4051971435547,244.0,240.8800048828125,241.1300048828125,4138573
2025-03-14 14:45:00+00:00,245.4499969482422,245.47999572753906,242.35000610351562,242.36000061035156,3639804
2025-03-14 15:00:00+00:00,245.78269958496094,246.47999572753906,245.07000732421875,245.46499633789062,3956414
2025-03-14 15:15:00+00:00,248.5950927734375,248.72999572753906,245.85000610351562,245.85000610351562,4110665
2025-03-14 15:30:00+00:00,249.27000427246094,249.75999450683594,248.11000061035156,248.5800018310547,3355646
2025-03-14 15:45:00+00:00,249.0749969482422,249.67999267578125,248.2801055908203,249.22999572753906,3457436
2025-03-14 16:00:00+00:00,247.10000610351562,249.0780029296875,246.6999969482422,249.0399932861328,2774007
2025-03-14 16:15:00+00:00,246.80999755859375,248.52999877929688,246.410400390625,247.02000427246094,2431507
2025-03-14 16:30:00+00:00,248.64999389648438,248.76849365234375,246.42149353027344,246.7899932861328,2020310
2025-03-14 16:45:00+00:00,248.89999389648438,249.1999969482422,247.92999267578125,248.5872039794922,2110592
2025-03-14 17:00:00+00:00,248.85000610351562,249.5800018310547,247.77000427246094,248.83999633789062,1979126
2025-03-14 17:15:00+00:00,247.981201171875,249.66000366210938,247.72000122070312,248.80999755859375,2099719
2025-03-14 17:30:00+00:00,247.88720703125,248.89999389648438,247.4199981689453,247.99000549316406,1764260
2025-03-14 17:45:00+00:00,248.63999938964844,249.35000610351562,247.5500946044922,247.85000610351562,1733789
2025-03-14 18:00:00+00:00,249.04989624023438,249.89999389648438,248.63999938964844,248.6898956298828,2337138
2025-03-14 18:15:00+00:00,249.10000610351562,249.6199951171875,248.3300018310547,249.0500030517578,1924825
2025-03-14 18:30:00+00:00,251.4149932861328,251.55999755859375,249.0,249.11500549316406,3324098
2025-03-14 18:45:00+00:00,249.86000061035156,251.5800018310547,249.11000061035156,251.47630310058594,2730817
2025-03-14 19:00:00+00:00,250.5500030517578,251.0,249.3125,249.75,2240815
2025-03-14 19:15:00+00:00,248.50680541992188,250.72999572753906,248.0,250.5850067138672,2762402
2025-03-14 19:30:00+00:00,248.1999969482422,249.3249969482422,247.7899932861328,248.50999450683594,2826153
2025-03-14 19:45:00+00:00,249.98049926757812,250.32989501953125,247.83999633789062,248.16000366210938,5530829
